State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Male_Literate,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Urban_Households,Literate_Education,Illiterate_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Households_with_Bicycle,Households_with_Car_Jeep_Van,Households_with_Scooter_Motorcycle_Moped,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car,Having_latrine_facility_within_the_premises_Total_Households,sex_ration,Literacy_rate
Tamil Nadu,Ramanathapuram,9.312869952,78.99185362,626,1353445,682658,670787,978946,536487,100484,291400,5172,22379,126761,1186606,107292,1293898,708322,389764,125445,5524,49605,5886,120474,983.0,72.33
Tamil Nadu,Salem,11.6293242,78.2478258,608,3482056,1781571,1700485,2285562,1285107,448968,835377,20660,63867,597539,2335432,955045,3290477,1737345,1029479,441388,30660,352121,39279,321173,954.0,65.64
Tamil Nadu,Sivaganga,9.960306581,78.56535729,622,1339101,668672,670429,959744,526304,113822,314270,5773,24456,143193,998410,311112,1309522,666218,391356,172619,8222,91250,10799,139173,1003.0,71.67
Tamil Nadu,Thanjavur,10.38769226,79.31948691,620,2405890,1182416,1223474,1790998,944264,223044,555582,13495,42912,274302,1812871,461123,2273994,1193095,712017,343328,17231,161750,24121,272623,1035.0,74.44
Tamil Nadu,Theni,9.924066667,77.43458833,624,1245899,625683,620216,870080,479403,147529,312310,4667,18830,221295,891561,270738,1162299,618923,373564,99044,6607,58034,6570,134167,991.0,69.84
Tamil Nadu,Thiruvallur,13.2758581,80.19724703,602,3728104,1876062,1852042,2791721,1495711,621907,909400,75634,174279,732196,2687680,610048,3297728,1925296,1154775,374923,54505,363741,112276,636991,987.0,74.88
Tamil Nadu,Thiruvarur,10.36892741,79.60322894,619,1264277,626693,637584,946471,503085,109580,303114,4416,15535,86848,1067502,175564,1243066,627880,377118,189906,6790,72916,6894,130231,1017.0,74.86
Tamil Nadu,Tiruvannamalai,12.41931895,79.23265632,606,2464875,1235889,1228986,1626813,909803,176242,549077,6445,27529,147061,1782712,672427,2455139,1301347,683904,309133,7851,138956,10740,135162,994.0,66.0
Tamil Nadu,Vellore,12.78488263,79.02643284,605,3936331,1961688,1974643,2773928,1504355,417535,865913,20623,69912,486801,2965827,891430,3857257,2096113,1116437,491133,20393,286002,36342,381181,1007.0,70.47
Tamil Nadu,Virudhunagar,9.468872196,77.87641469,625,1942288,967709,974579,1398788,760375,235005,505950,10219,37357,370942,1450277,403246,1853523,987538,575006,282826,9845,119486,17403,167021,1007.0,72.02
Tripura,Dhalai,23.78136048,91.94654283,291,378230,194544,183686,276217,151643,5532,46875,273,5067,14071,260948,109130,370078,232286,95548,22716,907,3006,338,58161,944.0,73.03
Tripura,North Tripura,24.12173976,92.17842538,292,693947,352860,341087,520402,275646,19631,81601,997,10310,42184,559122,156840,715962,414878,178608,42636,2726,9201,1215,127388,967.0,74.99
Tripura,South Tripura,23.2118741,91.60658076,290,876001,447544,428457,646810,351082,20246,133744,948,10393,44906,691125,188363,879488,505558,236676,83598,3454,12757,1254,174397,957.0,73.84
Tripura,West Tripura,23.78016624,91.41310789,289,1725739,879428,846311,1361354,722998,103228,314567,6394,36186,217016,1464673,279053,1743726,940424,499719,182610,11356,44499,9977,365146,962.0,78.89
Uttar Pradesh,Agra,26.99512975,78.05278292,146,4418797,2364953,2053844,2680510,1614594,251013,536402,27183,82012,406852,3141380,963202,4104582,2871903,991255,444212,44989,243761,47935,311695,868.0,60.66
Uttar Pradesh,Aligarh,27.93748577,78.00146831,143,3673889,1951996,1721893,2092567,1283380,153283,268120,13634,58336,275942,2137251,1352181,3489432,2378289,787408,364661,21667,151973,23011,254141,882.0,56.96
Uttar Pradesh,Allahabad,25.39203866,82.05172447,175,5954391,3131807,2822584,3665727,2199340,204357,391542,24122,85491,265304,4061896,1756098,5817994,3764404,1335224,701941,41965,243219,37832,278760,901.0,61.56
Uttar Pradesh,Ambedkar Nagar,26.39119026,82.68282143,178,2397888,1212410,1185478,1486939,846676,21512,99581,2509,27308,65031,1718855,813502,2532357,1499494,515229,311614,9813,60203,3412,67875,978.0,62.01
Uttar Pradesh,Auraiya,26.66892394,79.42637057,162,1379545,740040,639505,930836,546198,32687,65479,2404,14279,58438,1063360,276224,1339584,856336,320763,179939,5088,35729,3317,72893,864.0,67.47
Uttar Pradesh,Azamgarh,26.00829095,83.01220251,191,4613913,2285004,2328909,2771917,1559414,49699,183381,6652,47324,80434,4024458,1218146,5242604,2930243,965876,521004,20757,116175,7888,135150,1019.0,60.08
Uttar Pradesh,Baghpat,29.0457935,77.302663,139,1303048,700070,602978,797970,489858,44732,119121,2989,19999,69991,887221,376700,1263921,817140,283276,114603,13301,42998,6646,134051,861.0,61.24
Uttar Pradesh,Bahraich,27.6917763,81.46779783,180,3487731,1843884,1643847,1398368,878285,38940,85814,2681,35463,61742,1381933,1920966,3302899,2275746,754346,397685,13451,51784,3444,93687,892.0,40.09
Uttar Pradesh,Ballia,25.86075638,84.03651979,193,3239774,1672902,1566872,1963590,1160960,62157,119972,4672,42969,64454,2348254,1032533,3380787,1975934,724362,324245,10846,65467,5459,124786,937.0,60.61
Uttar Pradesh,Balrampur,27.44907654,82.47158326,182,2148665,1114721,1033944,868357,544943,16229,57400,1551,15510,35768,876131,1332817,2208948,1415213,442339,232350,6167,37816,1616,48201,928.0,40.41
Uttar Pradesh,Banda,25.3518859,80.52487391,170,1799410,965876,833534,1002937,630626,26907,73522,1655,18612,67569,1235531,588025,1823556,1120432,408527,183817,5202,32236,2416,90787,863.0,55.74
Uttar Pradesh,Bara Banki,26.92277703,81.35762351,176,3260699,1707073,1553626,1692458,1010518,60554,108116,3159,26293,79068,1760720,1540841,3301561,2043335,709494,446335,11935,91664,4799,103904,910.0,51.9
Uttar Pradesh,Bareilly,28.51101941,79.43187072,150,4448359,2357665,2090694,2191759,1342697,210687,272830,15164,56575,362798,2409592,1744527,4154119,2893965,952233,456654,24436,159838,23779,462993,887.0,49.27
Uttar Pradesh,Basti,26.83388045,82.69790591,185,2464464,1255272,1209192,1393783,819719,37593,108101,3423,30244,31065,1674771,1021192,2695963,1574037,519265,309655,11477,66316,4819,62328,963.0,56.56
Uttar Pradesh,Bijnor,29.31397426,78.45098815,134,3682713,1921215,1761498,2135393,1241471,128042,268353,7303,37341,224648,2453411,1308683,3762094,2404576,786305,378636,17143,131278,11084,380737,917.0,57.98
Uttar Pradesh,Bulandshahr,28.34875862,78.01082759,142,3499171,1845260,1653911,2031656,1253314,124641,223922,7865,38225,221628,2184539,1185318,3369857,2246254,753949,321044,20979,136765,13231,257848,896.0,58.06
Uttar Pradesh,Chandauli,25.11808596,83.25307063,196,1952756,1017905,934851,1174606,699454,32433,99602,3492,20762,50822,1368472,543247,1911719,1222695,437000,220298,7313,49064,4504,74557,918.0,60.15
Uttar Pradesh,Chitrakoot,25.15992462,81.07666088,171,991730,527721,464009,531072,330339,11637,41046,827,9437,23558,616227,383908,1000135,638046,214228,105264,2805,17911,1169,27623,879.0,53.55
Uttar Pradesh,Deoria,26.42218857,83.82440707,190,3100946,1537436,1563510,1875239,1079288,60348,150001,4469,36068,67928,2392325,1130108,3522433,1946336,664708,353180,13388,84941,6290,100060,1017.0,60.47
Uttar Pradesh,Etah,27.59115531,78.70021858,201,1774480,947339,827141,1055202,647042,37027,69591,2635,19712,67752,1048892,718310,1767202,1149372,383707,189111,6644,54798,3977,57574,873.0,59.47
Uttar Pradesh,Etawah,26.7881767,79.07621806,161,1581810,845856,735954,1062003,623583,47520,113098,2964,21506,85483,1211214,397708,1608922,979633,362026,194564,7736,47713,4343,93434,870.0,67.14
Uttar Pradesh,Faizabad,26.60589185,82.00783531,177,2470996,1259628,1211368,1450901,838339,58328,127754,4746,28625,79288,1670696,981915,2652611,1534832,543148,346448,15426,74081,7250,94981,962.0,58.72
Uttar Pradesh,Farrukhabad,27.45063298,79.44062846,159,1885204,1006240,878964,1092677,654827,59209,88081,2624,18733,94843,1277039,710960,1987999,1224584,411153,204261,6765,49592,3701,113500,874.0,57.96
Uttar Pradesh,Fatehpur,25.8374362,80.85416203,172,2632733,1384722,1248011,1512166,911003,43492,75263,3385,33501,77733,1738210,895178,2633388,1624830,603831,331499,16758,59754,4981,117023,901.0,57.44
Uttar Pradesh,Firozabad,27.20963993,78.42660625,147,2498156,1332046,1166110,1521806,912314,100919,196080,5834,31797,185621,1673077,672115,2345192,1621154,543730,278168,10940,85413,8367,146593,875.0,60.92
Uttar Pradesh,Gautam Buddha Nagar,28.39331104,77.52462468,141,1648115,890214,757901,1122947,666065,193902,257586,53181,87188,338935,1335017,342284,1677301,1015648,402967,128362,78631,124939,66759,245877,851.0,68.14
Uttar Pradesh,Ghaziabad,28.74997309,77.67441879,140,4681645,2488834,2192811,3123264,1811397,501592,695130,78116,179552,836316,3545813,885070,4430883,2891069,1139871,409265,119441,292502,117483,701900,881.0,66.71
Uttar Pradesh,Ghazipur,25.62472478,83.53608546,195,3620268,1855075,1765193,2197549,1293553,36798,105767,5309,50180,61467,2803884,1008996,3812880,2234593,774130,383511,21169,78218,8142,116171,952.0,60.7
Uttar Pradesh,Gonda,27.15721555,82.0226888,183,3433919,1787146,1646773,1679994,1034181,45517,104084,4313,31811,52794,1873028,1620782,3493810,2223078,734903,417980,13053,75067,4944,66742,921.0,48.92
Uttar Pradesh,Gorakhpur,26.63315887,83.35495604,188,4440895,2277777,2163118,2700328,1593890,149727,296619,14597,65360,189170,3103910,1453960,4557870,2755630,992114,531565,30258,157765,23177,213529,950.0,60.81
Uttar Pradesh,Hardoi,27.33740909,80.26411768,155,4092845,2191442,1901403,2221601,1374587,60689,95508,3845,32065,121064,2657604,1481604,4139208,2598364,905306,494925,12396,82094,4764,173556,868.0,54.28
Uttar Pradesh,Jalaun,26.06795459,79.36686911,165,1689974,906092,783882,1075196,653430,42616,104176,2217,18615,91565,1169557,461666,1631223,1002817,410090,162840,7009,58169,3599,114634,865.0,63.62
Uttar Pradesh,Jaunpur,25.70141281,82.54315352,194,4494204,2220465,2273739,2731677,1565394,56508,181467,8002,52398,80582,3531099,1344789,4875888,2826453,927026,534790,22876,128471,9848,131852,1024.0,60.78
Uttar Pradesh,Jhansi,25.45581535,78.89954581,166,1998603,1057436,941167,1304513,783705,94342,183340,8517,40774,195321,1287584,483088,1770672,1171301,510728,194290,18860,94539,15986,147302,890.0,65.27
Uttar Pradesh,Jyotiba Phule Nagar,28.87049898,78.39009365,137,1840221,963449,876772,983110,600541,55064,89329,2825,18303,115486,1233732,520215,1753947,1227283,391275,167023,7361,63056,4256,166582,910.0,53.42
Uttar Pradesh,Kannauj,26.99398862,79.6443794,160,1656616,881776,774840,1017087,603596,32510,61491,2488,18082,65985,1170752,543034,1713786,1069916,361028,178143,6011,37935,2647,85404,879.0,61.4
Uttar Pradesh,Kanpur Dehat,26.43047641,79.98710083,163,1796184,963255,832929,1170243,692964,23831,49753,2682,25354,41323,1406418,475166,1881584,1100820,415918,220794,12752,40159,3594,89107,865.0,65.15
Uttar Pradesh,Kaushambi,25.53587532,81.41811282,174,1599596,838485,761111,813424,507279,22034,43753,1503,15029,30764,905188,670750,1575938,1034099,336401,210669,4403,35502,1530,46197,908.0,50.85
Uttar Pradesh,Kushinagar,26.89253068,83.92261542,189,3564544,1818055,1746489,1954820,1183722,29304,127331,3486,35931,42775,2180924,1550315,3731239,2236842,772777,432174,12849,70192,3858,95139,961.0,54.84
Uttar Pradesh,Lalitpur,24.58877161,78.60082331,167,1221592,641011,580581,641191,397586,20720,77082,1079,9906,43819,674358,509536,1183894,793551,265080,118185,5511,36718,2163,42178,906.0,52.49
Uttar Pradesh,Lucknow,26.83823359,80.89706027,157,4589838,2394476,2195362,3127260,1742440,469747,582769,68506,152257,717566,3094625,1146880,4241505,2678289,1161686,539667,90205,337254,111961,539863,917.0,68.13
Uttar Pradesh,Mahoba,25.3452967,79.67863003,169,875958,466358,409600,488106,302283,12874,42936,1316,11298,48525,526669,403649,930318,527067,201394,85723,5755,21276,1820,41692,878.0,55.72
Uttar Pradesh,Mainpuri,27.17386862,79.03501851,148,1868529,993377,875152,1203885,712110,43074,79022,2642,24451,72783,1406443,519493,1925936,1193660,402321,216358,7361,53444,4061,72089,881.0,64.43
Uttar Pradesh,Mathura,27.59390433,77.62153417,145,2547184,1367125,1180059,1507746,943346,107867,281239,8726,37596,177802,1571793,691359,2263152,1600686,535738,212964,16580,124260,16520,154472,863.0,59.19
Uttar Pradesh,Mau,26.01082204,83.50582654,192,2205968,1114709,1091259,1363044,773082,40087,149908,2656,26716,99321,1708560,659237,2367797,1402738,467343,228921,7411,47576,3652,87874,979.0,61.79
Uttar Pradesh,Meerut,29.02957626,77.80611006,138,3443689,1825743,1617946,2141488,1254520,236071,425624,23717,69473,422303,2302997,990312,3293309,2165117,780475,331961,42392,186553,41567,421643,886.0,62.19
Uttar Pradesh,Mirzapur,25.10207959,82.60126629,199,2496970,1312302,1184668,1428683,865837,43500,145997,4447,24518,77963,1691126,868542,2559668,1590528,552177,309079,10205,63155,5703,102361,903.0,57.22
Uttar Pradesh,Moradabad,28.85177041,78.73580193,135,4772006,2503186,2268820,2263848,1357435,179473,281758,11690,61846,355518,2545795,2097292,4643087,3168270,988486,399563,19316,148802,18797,496107,906.0,47.44
Uttar Pradesh,Muzaffarnagar,29.47050798,77.64017848,133,4143512,2193434,1950078,2417339,1448528,147785,368153,10077,56149,296104,2673586,1431537,4105123,2671757,911621,377807,32866,145278,19878,449383,889.0,58.34
Uttar Pradesh,Pilibhit,28.52024175,79.90103974,151,2031007,1072002,959005,1061095,654290,47723,83006,2870,18097,89638,1086632,977839,2064471,1320476,449673,242225,7560,55738,3823,162404,895.0,52.24
Uttar Pradesh,Pratapgarh,25.86484273,81.93530049,131,867848,437744,430104,401515,250122,17984,71612,716,5961,24269,402948,488621,891569,545987,204801,62048,2803,31782,1433,20284,983.0,46.27
Uttar Pradesh,Pratapgarh,25.86484273,81.93530049,173,3209141,1606085,1603056,1931559,1121381,46358,140538,5149,34400,41701,2231374,1059636,3291010,2002569,703727,447696,15781,104506,6063,74799,998.0,60.19
Uttar Pradesh,Rae Bareli,26.25390284,81.22260463,158,3405559,1752542,1653017,1965843,1165965,65080,247856,5184,34788,73393,2178952,1286726,3465678,2116007,776583,509053,13483,94437,7023,112567,943.0,57.72
Uttar Pradesh,Rampur,28.83244727,79.10977333,136,2335819,1223889,1111930,1043666,630408,62281,131112,3847,25960,143217,1008445,1235413,2243858,1576123,491164,247366,14386,73261,6956,260618,909.0,44.68
Uttar Pradesh,Saharanpur,30.03381165,77.59905148,132,3466382,1834106,1632276,2077108,1220114,149035,404499,9699,38816,284156,2090428,1279517,3369945,2228689,769736,365960,21310,151620,17404,343084,890.0,59.92
Uttar Pradesh,Sant Kabir Nagar,26.79159652,83.03877643,186,1715183,869656,845527,954949,567098,17671,79525,2031,19729,27179,1126522,683053,1809575,1108368,352395,201340,6778,37986,2386,38686,972.0,55.68
Uttar Pradesh,Shahjahanpur,27.99138935,79.83022753,152,3006538,1606403,1400135,1490930,915142,91958,115163,3889,27533,134714,1594486,1324615,2919101,1961237,652237,333199,9927,73581,5667,198260,872.0,49.59
Uttar Pradesh,Sitapur,27.50199596,80.85288881,154,4483992,2375264,2108728,2283733,1397702,74072,102040,3874,34609,111319,2347731,2141696,4489427,2862383,1000987,575384,11679,88916,4775,145037,888.0,50.93
Uttar Pradesh,Sonbhadra,24.46693269,83.06816325,200,1862559,971344,891215,985708,601988,40467,95582,5149,25220,91040,1092648,745126,1837774,1203938,418914,203774,10279,50700,8208,78826,918.0,52.92
Uttar Pradesh,Sultanpur,26.28463864,82.05710457,179,3797117,1914586,1882531,2239902,1300248,55055,233701,5956,44008,49891,2310783,1118891,3429674,2376875,828222,526011,18382,104307,8061,101900,983.0,58.99
Uttar Pradesh,Unnao,26.63163991,80.63677329,156,3108367,1630087,1478280,1773584,1053063,70484,99466,3476,28719,121039,1915619,1130103,3045722,1893706,706851,417537,10191,79130,5016,141351,907.0,57.06
Uttar Pradesh,Varanasi,25.36057089,82.82529667,197,3676841,1921857,1754984,2403903,1389116,202055,336056,19214,57583,316129,2748818,906367,3655185,2260457,856070,412569,24216,157861,29831,295357,913.0,65.38
Uttaranchal,Almora,29.68353213,79.50165064,64,622506,291081,331425,436497,231604,40199,109876,1830,9858,21082,495882,109556,605438,351595,141238,2673,3396,6719,2383,76958,1139.0,70.12
Uttaranchal,Bageshwar,29.98703393,79.83954354,63,259898,124326,135572,179483,97546,13352,47083,435,3595,3880,199825,49539,249364,147488,60569,975,1149,2005,544,31604,1090.0,69.06
Uttaranchal,Chamoli,30.58338611,79.56281096,57,391605,193991,197614,280556,155395,27853,71524,899,5582,22906,293196,61950,355146,229715,93182,861,2516,2311,956,45572,1019.0,71.64
Uttaranchal,Champawat,29.29142394,80.07720212,65,259648,131125,128523,177726,102015,18785,37725,548,3159,12839,188383,62429,250812,156916,60722,7523,1387,5151,1162,24284,980.0,68.45
Uttaranchal,Pithoragarh,30.14720632,80.34229231,62,483439,239306,244133,345550,189623,45365,95421,1344,7932,26256,371448,88036,459484,273494,116749,1600,3008,6136,2037,61543,1020.0,71.48
Uttaranchal,Tehri Garhwal,30.46370092,78.48783793,59,618931,297986,320945,407994,227406,50929,117239,1366,7831,27177,436261,133013,569274,368324,139371,3876,4324,9697,2895,74477,1077.0,65.92
Uttaranchal,Udham Singh Nagar,29.02779578,79.45629005,67,1648902,858783,790119,1037839,598525,116576,254802,7883,28053,145253,1120419,438598,1559017,1042614,392370,194624,16841,88369,14950,207848,920.0,62.94
Uttaranchal,Uttarkashi,30.96895855,78.56880615,56,330086,168597,161489,215126,128237,21374,52621,602,4104,9061,213460,83896,297356,202426,75997,1353,1637,4046,924,29106,958.0,65.17
West Bengal,Bankura,23.08128089,87.12640054,339,3596674,1838095,1758579,2232992,1299337,45126,334670,4273,34128,90885,2241357,1417787,3659144,1942335,1014764,546543,7898,72350,6298,153487,957.0,62.08
West Bengal,Barddhaman,23.44445389,87.81505811,335,7717563,3966889,3750674,5247208,2918040,292585,1049943,32323,141387,862368,5449930,2196886,7646816,4149420,2265543,1104486,46714,263368,51392,949552,945.0,67.99
West Bengal,Birbhum,24.06389343,87.65153089,334,3502404,1790920,1711484,2158447,1201481,57010,333752,5210,39636,134565,2200345,1346802,3547147,2008655,952059,451618,7305,54557,6622,195797,956.0,61.63
West Bengal,Dakshin Dinajpur,25.34209436,88.6982168,331,1676276,857199,819077,1083685,596474,37186,168069,2518,24318,70077,1155081,534394,1689475,937283,465982,225689,6211,20163,3105,145974,956.0,64.65
West Bengal,Darjiling,26.83961957,88.33145067,327,1846823,937259,909564,1315585,717673,141897,297176,10943,38065,215675,1343837,415353,1759190,1031221,523288,125953,15192,39828,14213,251140,970.0,71.24
West Bengal,Haora,22.40167417,87.99421177,341,4850029,2500819,2349210,3605206,1942824,325053,796953,30751,99261,869313,3733165,926661,4659826,2587164,1423304,576054,22295,122818,29557,768670,939.0,74.33
West Bengal,Hugli,22.87929265,88.00010265,338,5519145,2814653,2704492,4078388,2211777,319815,965258,31725,118459,647953,4297751,1180806,5478557,2766489,1688206,903374,24013,167753,30270,903933,961.0,73.9
West Bengal,Jalpaiguri,26.62642031,89.04154375,328,3872846,1983064,1889782,2498780,1396622,138522,382500,9322,48818,319426,2626587,1203423,3830010,2259507,1035449,502539,16431,67075,12288,428531,953.0,64.52
West Bengal,Kolkata,22.55058148,88.35276481,342,4496694,2356766,2139928,3588137,1926915,623579,927602,136618,252644,1308106,3436193,410988,3847181,2025389,1433314,252887,85605,117173,96030,915319,908.0,79.8
West Bengal,Maldah,25.08026803,88.17191685,332,3988845,2051541,1937304,2086432,1152019,54213,297716,5357,63525,128678,2161924,1960034,4121958,2511004,955283,401774,9639,41600,6001,266247,944.0,52.31
West Bengal,Murshidabad,24.25950655,88.1681686,333,7103807,3627564,3476243,4055834,2177187,92742,541169,7951,79729,350899,4346870,3031841,7378711,4390564,1717594,840951,14050,74313,9190,617358,958.0,57.09
West Bengal,Nadia,23.56410971,88.58293035,336,5167600,2653768,2513832,3480555,1878866,168314,623729,12787,77210,468390,3635454,1570127,5205581,2745828,1484986,796698,18658,76698,11880,955780,947.0,67.35
West Bengal,Puruliya,23.25419233,86.39685329,340,2930115,1496996,1433119,1624905,1002058,30675,189889,3551,32862,99433,1664428,1272799,2937227,1678057,764776,393127,6602,49630,5019,67448,957.0,55.46
West Bengal,Uttar Dinajpur,26.04461917,88.23595232,330,3007134,1551066,1456068,1489667,853495,39138,199307,2883,31210,94269,1622095,1431264,3053359,1916033,704859,362567,8150,31859,3450,164644,939.0,49.54
