State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Male_Literate,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Urban_Households,Literate_Education,Illiterate_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Households_with_Bicycle,Households_with_Car_Jeep_Van,Households_with_Scooter_Motorcycle_Moped,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car,Having_latrine_facility_within_the_premises_Total_Households,sex_ration,Literacy_rate
Haryana,Ambala,30.35036723,76.94970311,70,1128350,598703,529647,818025,461288,121622,199681,12899,32767,139891,793235,222031,1015266,617859,308126,133676,26122,92424,23884,142922,885.0,72.5
Haryana,Bhiwani,28.72886806,76.02110226,81,1634445,866672,767773,1069871,643158,88938,266244,5292,25236,99235,1093788,459364,1553152,964960,405760,99232,16793,66069,11346,175689,886.0,65.46
Haryana,Faridabad,28.1487311,77.32718537,88,1809733,966110,843623,1272739,734940,258422,333171,43437,82673,382981,1306146,346567,1652713,1095602,481318,170927,63470,152884,64331,296399,873.0,70.33
Haryana,Fatehabad,29.57298319,75.54608717,78,942011,495360,446651,557578,327471,51693,153301,3210,13142,55360,542399,344534,886933,555745,237009,86268,14030,52633,7830,134586,902.0,59.19
Haryana,Gurgaon,28.04389479,77.0193513,86,1514432,816690,697742,1111116,638666,238359,305751,67087,102343,381988,1123831,263720,1387551,875531,428101,103261,92934,131478,86768,271169,854.0,73.37
Haryana,Hisar,29.23628731,75.84324683,80,1743931,931562,812369,1114311,670200,110495,285004,10132,33400,154113,1093767,505251,1599018,1017830,456536,147721,24642,90721,21142,231144,872.0,63.9
Haryana,Jhajjar,28.59651868,76.61137143,83,958405,514667,443738,676091,399480,70149,168558,5034,19241,78328,627288,201028,828316,549975,245095,69952,14298,52868,9674,123545,862.0,70.54
Haryana,Jind,29.45149822,76.29598576,77,1334152,713006,621146,832758,502049,78386,222462,5263,23750,89665,815843,419624,1235467,784085,335704,113068,15836,61694,10485,146428,871.0,62.42
Haryana,Kaithal,29.96068539,76.3769893,73,1074304,571003,503301,646529,385782,62668,187349,3724,15301,75696,662470,369869,1032339,630194,265813,95704,12792,59238,8124,126896,881.0,60.18
Haryana,Karnal,29.70320065,76.87488026,74,1505324,797712,707612,978013,564516,143133,267223,11163,29253,135920,1004186,429220,1433406,884972,380409,143754,26238,108101,20819,215989,887.0,64.97
Haryana,Kurukshetra,30.0565266,76.7877468,72,964655,510976,453679,646893,370828,90150,171908,7356,21951,88268,642789,266638,909427,552034,250830,107683,20261,73765,15839,136321,888.0,67.06
Haryana,Mahendragarh,28.13521615,76.14018073,84,922088,486665,435423,630255,380440,45359,135455,2624,13908,44216,654072,245602,899674,530000,229392,54810,8538,45775,5827,74605,895.0,68.35
Haryana,Panchkula,30.70089714,76.97173238,69,561293,299679,261614,405318,229862,69687,103455,18615,32174,93656,388559,119222,507781,309078,157076,42737,29497,49972,27786,77967,873.0,72.21
Haryana,Panipat,29.34352134,76.92895915,75,1205437,646857,558580,786599,464136,121846,209965,10024,26719,153804,752884,296212,1049096,739075,298764,90548,17466,74923,17705,176766,864.0,65.25
Haryana,Rewari,28.19164715,76.55956008,85,900332,474335,425997,636947,375453,62667,152651,5121,18092,69305,635173,206827,842000,518747,230704,71366,12161,58897,10676,100436,898.0,70.75
Haryana,Rohtak,28.89251765,76.53123235,82,1061204,568479,492725,747582,436025,94633,193120,8482,27225,131739,808357,248795,1057152,605741,269354,91682,16545,63575,17402,147990,867.0,70.45
Haryana,Sirsa,29.63583446,74.9097048,79,1295189,682582,612607,782897,456968,70538,215527,6287,22706,93316,792628,412353,1204981,750228,334344,117760,24468,75692,13695,215371,897.0,60.45
Himachal Pradesh,Chamba,32.66741815,76.39354063,23,519080,261320,257760,323842,186064,21458,96082,1615,5117,13836,344427,154575,499002,306555,130606,1657,5074,8880,2391,52553,986.0,62.39
Himachal Pradesh,Hamirpur,31.67668481,76.49767089,28,454768,217070,237698,358091,180555,34978,104120,2521,7525,15232,376978,72551,449529,224044,123941,7094,6665,16955,3438,93858,1095.0,78.74
Himachal Pradesh,Hamirpur,31.67668481,76.49767089,168,1104285,593537,510748,653299,408125,20175,55929,1196,11037,55300,835920,364848,1200768,660774,260368,99240,3791,24522,1757,68771,861.0,59.16
Uttar Pradesh,Hamirpur,25.73815838,79.8261948,28,454768,217070,237698,358091,180555,34978,104120,2521,7525,15232,376978,72551,449529,224044,123941,7094,6665,16955,3438,93858,1095.0,78.74
Uttar Pradesh,Hamirpur,25.73815838,79.8261948,168,1104285,593537,510748,653299,408125,20175,55929,1196,11037,55300,835920,364848,1200768,660774,260368,99240,3791,24522,1757,68771,861.0,59.16
Himachal Pradesh,Kangra,32.14093603,76.41205911,24,1510075,750591,759484,1152640,606443,148361,330081,8053,22753,39007,1176288,271892,1448180,766581,419172,38456,22727,69192,12858,220258,1012.0,76.33
Himachal Pradesh,Kinnaur,31.60667184,78.51613736,34,84121,46249,37872,60699,36697,10740,17865,354,2563,0,59428,16944,76372,42360,26599,190,2775,857,611,13521,819.0,72.16
Himachal Pradesh,Kullu,31.90911922,77.40922649,26,437903,225452,212451,307672,174550,40064,91322,2623,7010,20709,310349,103136,413485,244727,120510,2450,8479,6979,3454,55831,942.0,70.26
Himachal Pradesh,Mandi,31.63580594,76.96556931,27,999777,498065,501712,723747,393669,59324,214491,5333,16401,31696,763468,218570,982038,524285,279321,10927,15958,26366,8055,181985,1007.0,72.39
Himachal Pradesh,Shimla,31.15572545,77.62573042,33,814010,425039,388971,612642,342846,108888,172754,9177,24127,95896,623801,137576,761377,425721,241956,2813,23107,8186,10363,123535,915.0,75.26
Himachal Pradesh,Sirmaur,30.68276445,77.4318469,32,529855,276289,253566,362645,205617,28904,91509,2220,8593,21054,368841,140486,509327,310244,136839,16691,7459,17523,3852,60246,918.0,68.44
Himachal Pradesh,Solan,31.03864312,76.94442141,31,580320,308754,271566,428578,244372,53722,119866,5250,14478,51509,423408,104084,527492,321533,167168,12426,15117,25275,7887,90587,880.0,73.85
Himachal Pradesh,Una,31.58330388,76.18353932,29,521173,263692,257481,399715,213281,43809,105929,2412,8238,20126,424468,87735,512203,273223,142351,41378,8059,36913,5342,66103,976.0,76.7
Jammu and Kashmir,Doda,33.35961468,76.0716372,16,409936,213641,196295,219083,138620,7963,61831,596,3077,11350,248131,163565,411696,263576,93189,563,1804,1550,497,23060,919.0,53.44
Jammu and Kashmir,Jammu,32.7131991,74.84775204,21,1529958,813821,716137,1137135,641916,197168,294739,19905,46657,248043,1173121,268279,1441400,816827,435895,68272,44063,113156,32191,162522,880.0,74.32
Jammu and Kashmir,Kargil,33.56599489,76.63675315,4,140802,77785,63017,86236,56301,3285,15824,235,1005,7774,82938,39854,122792,87532,35561,488,1847,652,249,17649,810.0,61.25
Jammu and Kashmir,Kathua,32.51781678,75.58901399,7,616435,326109,290326,389204,228499,32772,109422,1443,6112,33473,426572,181297,607869,357864,160123,17726,4687,23014,2732,26033,890.0,63.14
Jammu and Kashmir,Pulwama,33.88414419,75.0092186,12,560440,293064,267376,293958,178326,16828,73629,1537,5293,21703,310482,190369,500851,342601,137032,5479,6164,4551,1478,53836,912.0,52.45
Jammu and Kashmir,Punch,33.79124129,74.29593161,5,476835,251899,224936,261724,163333,13160,62900,346,3342,15269,288430,164044,452474,304979,109818,846,1731,2407,276,16586,893.0,54.89
Jammu and Kashmir,Srinagar,34.27312899,75.11021159,10,1236829,651124,585705,748584,431746,138119,165403,16413,33831,257721,904049,310225,1214274,693238,351561,44501,34586,39804,22024,164002,900.0,60.52
Jammu and Kashmir,Udhampur,33.04770671,75.15286951,19,554985,296784,258201,322354,197543,20008,73999,1214,5744,34696,330760,194838,525598,339145,140785,3948,3800,8953,2075,18063,870.0,58.08
Jharkhand,Bokaro,23.6814965,85.98398374,355,2062330,1072807,989523,1273520,759088,67157,274726,9754,37997,258452,1448037,595924,2043961,1261238,510375,247231,21098,108998,22508,130956,922.0,61.75
Jharkhand,Chatra,24.11619946,84.93295805,347,1042886,533935,508951,510061,303902,5307,27037,590,9115,14528,587378,467975,1055353,692650,222892,90400,2110,15107,852,18298,953.0,48.91
Jharkhand,Deoghar,24.33070101,86.75697632,350,1492073,775022,717051,793538,489837,26760,130193,1944,13550,64337,875351,635544,1510895,944961,338413,174959,3714,32553,3384,42762,925.0,53.18
Jharkhand,Dhanbad,23.85450909,86.40372925,354,2684487,1405956,1278531,1722204,1014950,83995,427173,11568,46646,405455,1882625,662522,2545147,1634835,648876,283681,18631,131398,23334,198464,909.0,64.15
Jharkhand,Dumka,24.27500613,87.2766245,362,1321442,668514,652928,672409,406275,11836,62110,1193,10396,23281,743623,601078,1344701,799323,324226,175375,2912,23058,1785,26873,977.0,50.88
Jharkhand,Garhwa,24.08211469,83.68664266,346,1322784,683575,639209,653476,405161,6798,29373,565,8881,19180,716376,557852,1274228,860869,284036,108161,2671,16578,934,18018,935.0,49.4
Jharkhand,Giridih,24.3057851,86.08710916,349,2445474,1258098,1187376,1253475,783736,16909,125431,1944,19976,46886,1496125,1047685,2543810,1597269,533788,226550,6290,57582,3341,42269,944.0,51.26
Jharkhand,Godda,24.8189,87.29417355,351,1313551,677927,635624,604519,376212,7421,43230,874,11925,15576,696847,653464,1350311,820367,308639,133332,1754,19859,1458,26348,938.0,46.02
Jharkhand,Gumla,23.07853295,84.55056787,366,1025213,514390,510823,559720,321795,9108,31687,831,7807,16445,715941,322119,1038060,643579,225871,130700,2181,16146,1114,19545,993.0,54.6
Jharkhand,Jamtara,23.97873318,86.9532508,363,791042,404830,386212,426312,258260,5564,49419,808,4959,20113,428897,366012,794909,480895,189889,116861,1632,16906,1057,14710,954.0,53.89
Jharkhand,Latehar,23.72511186,84.48298743,359,726978,369666,357312,350682,209706,2177,38194,340,6240,14137,404807,349277,754084,484084,152720,63127,1268,8012,440,14317,967.0,48.24
Jharkhand,Lohardaga,23.48879604,84.66051691,356,461790,232629,229161,259707,149568,8016,28769,351,2954,14725,306651,188323,494974,298844,100340,66235,1102,10065,677,13613,985.0,56.24
Jharkhand,Pakur,24.57260428,87.69691969,353,900422,452661,447761,352881,206989,5316,31414,328,4535,16587,370163,548434,918597,587976,206826,102037,923,9725,605,18395,989.0,39.19
Jharkhand,Palamu,24.19692597,84.20310843,358,1939869,1006302,933567,1024563,621706,17270,68238,2155,19981,52375,1163521,803424,1966945,1244572,425668,159105,8015,29434,2931,46445,928.0,52.82
Jharkhand,Ranchi,23.18423506,85.31781937,364,2914253,1494937,1419316,1911433,1085244,164237,350908,22538,76565,310242,2246309,613855,2860164,1742293,725938,344888,34053,141089,43660,227932,949.0,65.59
Jharkhand,Sahibganj,24.9366799,87.68264098,352,1150567,589391,561176,483263,287303,11545,34879,591,9563,37543,531397,637296,1168693,745027,261849,95511,1285,10359,808,34451,952.0,42.0
Jharkhand,Simdega,22.60876039,84.59193692,367,599578,300309,299269,343483,191991,3472,16865,423,4649,11114,397514,191341,588855,357859,143560,86022,1158,9742,476,9547,997.0,57.29
Karnataka,Bagalkot,16.15860676,75.64526071,556,1889752,950111,939641,1113412,641388,49345,301389,3745,26297,165858,1170429,608843,1779272,1123443,465706,153879,9726,69279,7247,66813,989.0,58.92
Karnataka,Bangalore Rural,12.93682709,77.47369315,583,990923,509172,481751,688749,385311,77454,214253,3729,17066,95410,705888,205062,910950,535765,278153,93908,10389,69005,7181,179589,946.0,69.51
Karnataka,Belgaum,16.16107219,74.72329042,555,4779661,2423063,2356598,3052032,1725548,240742,808827,17560,73497,356198,3282133,1346776,4628909,2669348,1251116,519937,35104,228887,31642,316225,973.0,63.85
Karnataka,Bellary,15.07437755,76.47228471,565,2452595,1236954,1215641,1421621,813440,114040,440374,9626,40190,251876,1468497,787762,2256259,1487013,617276,164714,14163,111250,17678,156110,983.0,57.96
Karnataka,Bidar,17.95036173,77.19459962,558,1703300,870665,832635,1042673,597198,34924,271439,3971,36072,102269,1212360,515395,1727755,1018195,397120,102869,9724,44813,6751,72805,956.0,61.21
Karnataka,Bijapur,16.84015317,75.95909167,417,255230,128663,126567,86919,54076,1022,12516,117,1462,7942,80069,163278,243347,167348,63802,16830,305,2625,156,2843,984.0,34.06
Karnataka,Bijapur,16.84015317,75.95909167,557,2177331,1111022,1066309,1248268,730566,58890,326594,4987,36571,131041,1253491,746979,2000470,1295274,527085,161995,11722,67663,9673,73300,960.0,57.33
Karnataka,Chikmagalur,13.42528829,75.67626502,570,1137961,566622,571339,818345,438257,74534,238505,4510,18727,80766,891309,204371,1095680,564994,341380,76379,15446,59192,6865,167369,1008.0,71.91
Karnataka,Chitradurga,14.2910222,76.57821957,566,1659456,840843,818613,1087392,607188,60522,307257,5711,28897,97644,1164789,452975,1617764,891230,460057,102607,7425,55959,6484,107142,974.0,65.53
Karnataka,Davanagere,14.33041459,75.91723841,567,1945497,986400,959097,1308540,720637,100812,372671,7320,39416,176011,1476376,467414,1943790,1068518,538551,146389,15449,90291,15464,188046,972.0,67.26
Karnataka,Dharwad,15.34383138,75.13831264,562,1847023,937206,909817,1301664,711776,140584,347962,15013,49585,283397,1363803,428556,1792359,1017935,505688,111313,21127,91208,27168,212091,971.0,70.47
Karnataka,Gadag,15.50712826,75.64861303,561,1064570,537147,527423,700177,397178,31959,198064,3373,15625,111906,702799,306138,1008937,601578,279069,73191,5205,30957,4457,45668,982.0,65.77
Karnataka,Gulbarga,17.07045952,76.8750385,579,2566326,1301755,1264571,1427368,828359,77334,404767,9752,52483,199303,1596603,883704,2480307,1570719,604665,118463,12872,73797,16365,118792,971.0,55.62
Karnataka,Hassan,12.94509875,76.1104955,574,1776421,883667,892754,1225256,668836,90599,400702,4851,23444,132878,1340398,401227,1741625,877340,522039,138247,14979,97603,9263,171212,1010.0,68.97
Karnataka,Haveri,14.73758281,75.39612306,564,1597668,819128,778540,1085443,603793,41517,295937,2456,17819,98488,1188358,383494,1571852,904453,426094,117943,5681,47577,4509,121420,950.0,67.94
Karnataka,Kodagu,12.39684468,75.79336596,576,554519,274608,279911,412877,215302,40958,113931,3308,10758,31792,430787,91352,522139,276918,163360,20075,16963,22161,4548,112626,1019.0,74.46
Karnataka,Kolar,13.31279988,78.01376948,581,1536401,776396,760005,1016219,564110,72407,309494,5051,27235,151042,1079088,399089,1478177,841499,419380,127046,9208,85198,10291,141675,979.0,66.14
Karnataka,Koppal,15.65125327,76.16170486,560,1389920,699926,689994,809085,468785,31673,223166,2135,15263,64681,946512,472182,1418694,855430,330393,97577,6211,45100,4246,47931,986.0,58.21
Karnataka,Mandya,12.57490181,76.81570099,573,1805769,905085,900684,1149649,638668,80452,391033,3367,20265,103435,1270494,504734,1775228,902307,527236,192330,8188,96273,6547,159818,995.0,63.67
Karnataka,Mysore,12.24810026,76.52881803,577,3001127,1511600,1489527,1962180,1063766,273706,640868,28397,80086,380386,2063359,747237,2810596,1580116,865220,252546,40420,211066,49016,378503,985.0,65.38
Karnataka,Raichur,16.05079535,76.87368606,559,1928812,964511,964301,979769,577213,51443,314547,5200,33903,125402,997638,783126,1780764,1196670,465173,120959,11104,70603,8915,74326,1000.0,50.8
Karnataka,Shimoga,14.06384589,75.17882078,568,1752753,877415,875338,1263016,674938,128087,363835,8791,35207,201662,1383122,355222,1738344,913150,513297,165796,20781,111532,16632,286129,998.0,72.06
Karnataka,Tumkur,13.59246776,77.02297966,571,2678980,1350594,1328386,1813391,1006024,116539,562769,7971,41751,204799,1969712,686274,2655986,1351461,760936,276586,14929,137806,16675,206821,984.0,67.69
Karnataka,Udupi,13.45040423,74.7200999,569,1177361,562131,615230,926429,465704,83810,224814,9070,24817,115572,1018426,204028,1222454,559565,340903,79637,21349,65169,13822,214808,1094.0,78.69
Kerala,Alappuzha,9.542602966,76.38010796,598,2127789,1013142,1114647,1852797,890552,274392,507913,28842,71593,392117,1991380,163991,2155371,891512,648522,229196,42404,144891,41112,490935,1100.0,87.08
Kerala,Ernakulam,10.0048793,76.26957729,595,3282388,1619557,1662831,2855676,1425723,499291,771287,88737,184167,804997,2848777,268315,3117092,1396968,1024720,250078,135307,322394,132533,774743,1027.0,87.0
Kerala,Idukki,9.804809639,77.04586642,596,1108974,552808,556166,923010,471881,54626,244844,8250,24863,20823,958204,126589,1084793,494456,352163,19378,21976,35855,11163,246878,1006.0,83.23
Kerala,Kannur,11.94152308,75.35209892,589,2523003,1181446,1341557,2138434,1012956,115356,511167,32653,83940,566191,2290106,279352,2569458,1187177,741984,66300,44108,76530,34105,530436,1136.0,84.76
Kerala,Kasaragod,12.3331031,75.07768497,588,1307375,628613,678762,1037492,516476,74092,237670,10378,32484,166164,1068310,212905,1281215,688763,369883,27736,19438,34267,12210,245747,1080.0,79.36
Kerala,Kollam,8.929388821,76.63607759,600,2635375,1246968,1388407,2240273,1074345,263148,630767,31542,83133,401415,2341963,231286,2573249,1177359,795245,157906,58867,144080,42989,626758,1113.0,85.01
Kerala,Kottayam,9.643701174,76.46059673,597,1974551,968289,1006262,1749798,861592,187213,464039,37849,83999,196194,1793308,134393,1927701,811653,596302,76041,73096,122177,50903,464124,1039.0,88.62
Kerala,Kozhikode,11.39292427,75.7115872,591,3086293,1470942,1615351,2615443,1266939,145558,641660,36791,107602,666543,2744977,335520,3080497,1487644,909581,94227,54277,149330,51258,668842,1098.0,84.74
Kerala,Malappuram,10.97329876,75.93910776,592,4112920,1960328,2152592,3311315,1597404,139994,730119,27909,119918,522586,3572086,622345,4194431,2406005,1041361,96908,59145,138096,43503,754074,1098.0,80.51
Kerala,Palakkad,10.7849269,76.49980491,593,2809934,1359478,1450456,2239492,1122600,178386,587583,27162,69440,228442,2371669,439934,2811603,1395222,802611,101999,43458,145549,36289,564142,1067.0,79.7
Kerala,Thiruvananthapuram,8.537101759,76.88711503,601,3301427,1581678,1719749,2785408,1354857,343590,783872,71621,155321,609824,2838716,309042,3147758,1488441,989238,136964,96456,220675,94612,780821,1087.0,84.37
Kerala,Thrissur,10.45893265,76.12321941,594,3121200,1480763,1640437,2678548,1282261,338350,721625,56148,132774,715119,2787333,307665,3094998,1394214,931841,248933,84016,220583,79552,727823,1108.0,85.82
Kerala,Wayanad,11.71527746,76.07587007,590,817420,401684,415736,645585,328136,23028,149864,4712,15944,11805,678654,131211,809865,412806,246590,15359,13027,22721,6438,170170,1035.0,78.98
Madhya Pradesh,Anuppur,23.1818422,81.8656,461,749237,379114,370123,436595,254120,23388,81338,1290,7266,60325,458365,271733,730098,444954,193520,84977,2895,29063,3062,29828,976.0,58.27
Madhya Pradesh,Ashoknagar,24.63098846,77.82974494,459,845071,443837,401234,469109,290304,15886,84720,619,6016,37135,435809,359525,795334,535410,194772,43637,2373,23638,1332,26227,904.0,55.51
Madhya Pradesh,Balaghat,21.80020721,80.42170053,457,1701698,842178,859520,1147623,626468,27283,277927,1712,13306,70793,1215160,493415,1708575,969773,453605,252422,4045,46168,4072,73522,1021.0,67.44
Madhya Pradesh,Barwani,21.70213571,74.9100472,441,1385881,699340,686541,549926,313642,30115,181139,1158,8516,48912,503604,825034,1328638,923665,302833,51163,3102,31152,2713,45979,982.0,39.68
Madhya Pradesh,Betul,21.96462632,77.78734282,447,1575362,799236,776126,939769,529783,45270,230974,2109,13755,87704,982706,603098,1585804,938819,392728,114524,5740,59230,5615,81190,971.0,59.65
Madhya Pradesh,Bhind,26.35951126,78.76183243,420,1703005,926843,776162,1094917,676513,32268,107819,1166,14368,88385,957870,388473,1346343,1040736,399676,165675,4463,46137,2276,68734,837.0,64.29
Madhya Pradesh,Bhopal,23.48072614,77.39246623,444,2371061,1236130,1134931,1660690,920314,281442,452912,40788,94729,581826,1506450,462581,1969031,1405814,625594,159808,60383,213130,73852,352351,918.0,70.04
Madhya Pradesh,Burhanpur,21.36456725,76.24460479,467,757847,388504,369343,408679,233073,40478,112420,986,5058,62861,429454,317962,747416,469838,181605,37369,2142,22453,2394,50613,951.0,53.93
Madhya Pradesh,Chhatarpur,24.81363738,79.56449299,425,1762375,936121,826254,943033,572010,36506,176056,1880,15567,95048,925604,770268,1695872,1112636,394060,197839,6206,48339,4684,56851,883.0,53.51
Madhya Pradesh,Chhindwara,22.22796697,78.76413136,455,2090922,1064468,1026454,1294198,731294,73284,344875,3588,20034,140802,1353819,663446,2017265,1232263,535316,158956,8235,75332,8969,111901,964.0,61.9
Madhya Pradesh,Damoh,23.76624408,79.47049303,428,1264219,661873,602346,747715,445737,23270,187731,1432,10504,66514,771117,469038,1240155,768929,312593,116361,3031,28333,2473,43355,910.0,59.14
Madhya Pradesh,Datia,25.9022644,78.63916571,422,786754,420157,366597,491445,303815,17555,97696,616,5251,43401,513988,260076,774064,473097,195131,65191,2897,25575,1382,35209,873.0,62.46
Madhya Pradesh,Dewas,22.785111,76.46088806,437,1563715,805359,758356,925369,550716,59521,270457,3518,16523,101014,897959,565365,1463324,943954,388648,117794,9017,77281,7862,112895,942.0,59.18
Madhya Pradesh,Dhar,22.57268172,75.11056207,438,2185793,1112725,1073068,1077338,638479,75637,349639,2388,18626,103364,978149,1021851,2000000,1377326,533243,114497,8080,85477,5900,126246,964.0,49.29
Madhya Pradesh,Dindori,22.83738437,81.04332967,453,704524,351913,352611,378714,222759,4576,62372,554,6447,9774,398176,295655,693831,419531,181841,26743,1291,7979,754,9945,1002.0,53.75
Madhya Pradesh,Guna,24.49043927,77.2235896,458,1241519,649362,592157,653980,400537,34184,144248,2482,11740,72320,618849,578034,1196883,793150,285176,76571,5968,43568,4802,47903,912.0,52.68
Madhya Pradesh,Gwalior,26.04074442,78.12782433,421,2032036,1090327,941709,1357210,803114,165061,306859,15779,46454,272172,1253339,554486,1807825,1218319,519728,194763,21313,126189,30277,221052,864.0,66.79
Madhya Pradesh,Harda,22.22765978,77.07022572,448,570465,294838,275627,352550,203807,22174,95066,986,5376,31845,347639,177731,525370,347774,138882,29025,3556,30952,2269,51766,935.0,61.8
Madhya Pradesh,Hoshangabad,22.5952688,78.02168095,449,1241350,648725,592625,810644,469199,61415,198076,2871,14456,105746,791254,344492,1135746,730768,318232,106654,7335,67460,7754,122069,914.0,65.3
Madhya Pradesh,Indore,22.68026575,75.91338013,439,3276697,1699627,1577070,2309130,1289631,417170,593576,48691,111478,587947,2366526,718174,3084700,1877270,894464,318881,64865,286973,88099,480633,928.0,70.47
Madhya Pradesh,Jabalpur,23.18525572,79.98328755,451,2463289,1277278,1186011,1756468,980307,192581,452023,20443,58601,352477,1685390,540029,2225419,1387369,679185,271469,26487,154678,40531,286802,929.0,71.31
Madhya Pradesh,Jhabua,22.41957802,74.40921617,464,1025048,515023,510025,352081,214582,16683,125411,744,5591,24713,307994,775664,1083658,684200,220769,31319,2215,20076,1718,24293,990.0,34.35
Madhya Pradesh,Katni,23.72441623,80.33819666,450,1292042,662013,630029,790773,460583,38086,172416,2179,13094,72880,820953,465374,1286327,778414,326582,133962,3958,35359,4652,56180,952.0,61.2
Madhya Pradesh,Mandla,22.70348712,80.38600544,454,1054905,525272,529633,604962,348033,18413,143803,912,9042,37258,623632,376944,1000576,614794,278553,80798,2246,19880,2156,33217,1008.0,57.35
Madhya Pradesh,Mandsaur,24.19278764,75.43588668,433,1340411,682851,657560,834591,502898,47723,239885,2324,12507,81832,855816,467002,1322818,781000,346861,123272,5435,62695,5253,68287,963.0,62.26
Madhya Pradesh,Morena,26.37313505,77.88447341,419,1965970,1068417,897553,1179685,747652,45113,131486,1781,20172,95288,1168209,706917,1875126,1254302,452484,172169,5829,48525,3354,75574,840.0,60.01
Madhya Pradesh,Neemuch,24.70311893,75.06608187,432,826067,422653,403414,508834,307889,34666,145258,1945,8342,67962,519073,289113,808186,476995,217403,84293,4498,47549,4382,46190,954.0,61.6
Madhya Pradesh,Panna,24.45132584,80.21133001,426,1016520,533480,483040,552559,332140,13285,76097,653,8501,32179,557003,427997,985000,635347,235035,96258,2219,18488,1301,23811,905.0,54.36
Madhya Pradesh,Raisen,23.29251821,78.16305496,446,1331597,700358,631239,820220,479093,34499,194373,1141,9931,74441,832809,444877,1277686,832939,316319,64233,6017,48130,2842,82664,901.0,61.6
Madhya Pradesh,Rajgarh,23.78549903,76.66431224,442,1545814,790212,755602,804245,488797,30688,231130,1611,12718,69823,742583,706958,1449541,935230,363218,85879,4185,46026,2597,54463,956.0,52.03
Madhya Pradesh,Ratlam,23.50356229,75.14895782,434,1455069,738241,716828,825880,485090,67830,213825,3644,14905,107151,819266,622153,1441419,876905,363858,106605,5757,67819,7825,96263,971.0,56.76
Madhya Pradesh,Rewa,24.86118463,81.57572465,430,2365106,1225100,1140006,1441757,845572,45180,251132,3406,31194,94489,1508142,766166,2274308,1460075,540235,302445,11833,67856,6849,126470,931.0,60.96
Madhya Pradesh,Sagar,23.80031871,78.71940358,427,2378458,1256257,1122201,1545719,908607,68482,366494,4546,24811,165507,1554882,711804,2266686,1470688,569166,174324,11291,71201,10066,127876,893.0,64.99
Madhya Pradesh,Satna,24.62777622,80.75547049,429,2228935,1157495,1071440,1371781,801051,55196,294702,3754,22751,114173,1450133,715509,2165642,1365647,535086,251079,9401,64484,7853,142613,926.0,61.54
Madhya Pradesh,Sehore,22.92971997,77.06780203,445,1311332,683743,627589,780362,469208,30868,212138,1566,11166,59220,765195,508396,1273591,817608,305605,82644,6041,60435,3694,80229,918.0,59.51
Madhya Pradesh,Seoni,22.33230488,79.66053864,456,1379131,695879,683252,864194,485341,26893,228695,1182,10417,47542,879546,458811,1338357,809922,363037,140883,4048,37873,2951,68267,982.0,62.66
Madhya Pradesh,Shahdol,23.44859865,81.45968318,460,1066063,540021,526042,604194,348761,24255,113184,1733,10817,57846,637863,422736,1060599,645619,269145,132313,3819,29839,3472,43590,974.0,56.68
Madhya Pradesh,Shajapur,23.56662032,76.33555181,436,1512681,780520,732161,894612,543509,32204,232735,1382,10797,73997,890916,544791,1435707,901161,369741,105728,4200,49847,3344,68975,938.0,59.14
Madhya Pradesh,Sheopur,25.78014811,77.16911117,418,687861,361784,326077,328025,208201,11701,74770,273,5393,26376,285152,393141,678293,449974,155063,32178,1634,17878,698,18710,901.0,47.69
Madhya Pradesh,Shivpuri,25.37802452,77.74861601,423,1726050,919795,806255,900846,573242,35706,148128,1852,15304,66759,794589,719547,1514136,1106084,389652,125237,5417,48952,3913,52090,877.0,52.19
Madhya Pradesh,Sidhi,24.1754719,82.10537834,462,1127033,575912,551121,600785,353030,9569,102228,837,10790,25916,661238,477472,1138710,721531,253685,90963,3320,18017,1208,17833,957.0,53.31
Madhya Pradesh,Tikamgarh,25.14099852,78.89357065,424,1445166,760355,684811,747940,459353,21489,132725,1090,10899,60220,711045,659348,1370393,898323,343824,153933,4139,35388,2393,30506,901.0,51.75
Madhya Pradesh,Ujjain,23.31928886,75.80383718,435,1986864,1016289,970575,1240990,730817,123526,323379,7501,27733,188684,1148280,659279,1807559,1156749,508302,163671,12167,107407,16645,165304,955.0,62.46
Madhya Pradesh,Umaria,23.59601063,80.90879477,431,644758,330674,314084,356672,210907,12713,67975,839,6360,29966,351218,230782,582000,403030,158140,66004,1873,14918,1527,19781,950.0,55.32
Madhya Pradesh,Vidisha,23.82838308,77.90135076,443,1458875,769568,689307,862918,512344,41617,181510,1926,12888,83830,816456,512311,1328767,919239,335690,70884,5682,55126,4922,73505,896.0,59.15
Maharashtra,Akola,20.74631048,77.1212232,501,1813906,932334,881572,1411281,758977,107463,314490,6163,24232,196077,1460317,352687,1813004,998769,483200,126856,9037,72460,11896,180311,946.0,77.8
Maharashtra,Amravati,21.16520992,77.67583503,503,2888445,1480768,1407677,2251875,1207104,175917,512492,9438,36185,272894,2349512,478074,2827586,1540590,783549,211384,15285,124261,18992,342031,951.0,77.96
